,Unnamed: 0,Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
145170,4734222,2022/09/09 18:53,220572,807705940,122405,8084DE210,1948.36,UK Pound,1948.36,UK Pound,Cheque,0
465155,1768374,2022/09/02 20:46,1502,80040AFA0,12,800842F00,123.67,Euro,123.67,Euro,Cheque,0
289887,1963133,2022/09/03 09:47,15,80382B300,15,803A3FCC0,9223.13,Yen,9223.13,Yen,Credit Card,0
160351,4888082,2022/09/10 00:13,126,81378E5C1,15,8135EDD91,0.010243,Bitcoin,0.010243,Bitcoin,Bitcoin,0
331832,1331929,2022/09/02 06:57,1411,800DD0950,21174,801151FE0,10.76,US Dollar,10.76,US Dollar,Cash,0
380516,4669224,2022/09/09 16:02,243897,8108FD5B0,43462,810CD7280,45610.19,Shekel,45610.19,Shekel,Cheque,0
262618,1535569,2022/09/02 13:11,28694,803DCA110,231706,80DE960A0,748.86,US Dollar,748.86,US Dollar,Credit Card,0
507047,2074404,2022/09/03 23:31,118453,806C6D6D0,11107,80B990BC0,15579.25,US Dollar,15579.25,US Dollar,Cheque,0
47394,3057020,2022/09/06 14:20,115159,80728B100,3051,80728B2E0,3571.42,US Dollar,3571.42,US Dollar,ACH,0
506235,3856080,2022/09/08 05:39,1124,8019A8B90,2845,80B20E970,989.7,US Dollar,989.7,US Dollar,Credit Card,0
73368,3628869,2022/09/07 18:50,1674,80BD9D740,211050,80F9761B0,1154.06,US Dollar,1154.06,US Dollar,Cheque,0
484800,368337,2022/09/01 01:39,1024,8020F27B0,11,805892C00,407.95,Euro,407.95,Euro,Cheque,0
480083,4473457,2022/09/09 09:02,795,803CD1CD0,8354,80C27C6B0,48730.15,US Dollar,48730.15,US Dollar,Wire,0
84692,3171402,2022/09/06 19:47,137218,80DBEEDD0,116,80DD95A40,3767.09,Swiss Franc,3767.09,Swiss Franc,ACH,0
81603,1149799,2022/09/02 00:38,10,80014B530,223233,80E347580,13.07,US Dollar,13.07,US Dollar,Credit Card,0
450140,146037,2022/09/01 00:20,16450,804392490,16450,804392490,13.01,Euro,13.01,Euro,Reinvestment,0
318153,2571765,2022/09/05 13:49,28094,80A456AC0,27995,80A6D4630,63.81,Australian Dollar,63.81,Australian Dollar,Cheque,0
329548,1758281,2022/09/02 20:11,317324,806AB9A50,16649,806A800B0,108059.06,Ruble,108059.06,Ruble,ACH,0
355371,2439066,2022/09/05 07:22,15085,808FF7E60,222363,80BFBAF30,274395.1,US Dollar,274395.1,US Dollar,ACH,0
79437,646284,2022/09/01 10:14,795,8017014F0,3149,801C3CA70,6300.97,US Dollar,6300.97,US Dollar,Cash,0
76502,2273236,2022/09/04 22:56,1,8001E9B90,1467,80027F1C0,282551.13,US Dollar,282551.13,US Dollar,Cheque,0
492742,2701401,2022/09/05 20:53,18067,8037E5FE0,1688,802C50ED0,3.38,US Dollar,3.38,US Dollar,Wire,0
376295,2751546,2022/09/05 23:09,1241,800B0DB00,138133,813001420,34.0,US Dollar,34.0,US Dollar,Wire,0
114707,916889,2022/09/01 18:03,120627,80A0D9080,120627,80A0D9080,4.42,US Dollar,4.42,US Dollar,Reinvestment,0
220631,4229754,2022/09/09 00:22,21575,800E841B0,10441,80B7A28F0,34011.14,Euro,34011.14,Euro,Cash,0
335522,4568062,2022/09/09 12:38,17907,80A35D480,17400,811EB5F80,479.54,US Dollar,479.54,US Dollar,Credit Card,0
389820,3998467,2022/09/08 12:51,24922,8099CC8A0,126191,809CE5310,1653.03,Canadian Dollar,1653.03,Canadian Dollar,Credit Card,0
336997,150788,2022/09/01 00:05,27103,8067B87F0,27103,8067B87F0,6817.19,Euro,6817.19,Euro,Reinvestment,0
479206,3365394,2022/09/07 05:21,1688,8017BA090,143508,813F36A00,5956.69,US Dollar,5956.69,US Dollar,Cheque,0
420389,203807,2022/09/01 00:20,29715,807E4EFA0,29715,807E4EFA0,1252210.13,Yuan,1252210.13,Yuan,Reinvestment,0
249200,1209767,2022/09/02 02:39,18196,803072C30,18196,803072C30,5.13,US Dollar,34.37,Yuan,ACH,0
393584,1935093,2022/09/03 06:06,111141,812FDC4C0,22758,8134D6E00,1982.24,Euro,1982.24,Euro,Cheque,0
56590,4958372,2022/09/10 09:05,11157,8006F71C0,1601,800B04470,19.18,US Dollar,19.18,US Dollar,Credit Card,0
409767,3902388,2022/09/08 07:36,152627,813EAAA31,254910,813F51ED1,1613.66435,Bitcoin,1613.66435,Bitcoin,Bitcoin,0
429952,2717687,2022/09/05 21:23,2824,804F62D50,33739,80CDD9AA0,6067010.09,Mexican Peso,6067010.09,Mexican Peso,Cheque,0
198362,4255230,2022/09/09 00:36,70,100428978,40653,80F02EC60,69112.8,Swiss Franc,69112.8,Swiss Franc,Cash,0
30947,2342690,2022/09/05 02:08,12,8002EAE50,20,800446740,344.74,Euro,344.74,Euro,ACH,0
182534,3662,2022/09/01 00:29,12,80068A3F0,12,80068A3F0,84054.2,US Dollar,84054.2,US Dollar,Reinvestment,0
141509,1534599,2022/09/02 13:17,8354,803E37260,6179,80AB7C810,356.41,US Dollar,356.41,US Dollar,Cheque,0
456138,4504484,2022/09/09 10:25,14663,80C893BD0,16254,80D3E5D60,3918.46,Euro,3918.46,Euro,Credit Card,0
310971,1665386,2022/09/02 17:11,110057,803B2D270,10605,804158590,323881.58,Yen,323881.58,Yen,Credit Card,0
170058,1801645,2022/09/02 21:42,6052,803E39980,218202,80CEB0A20,531.87,Euro,531.87,Euro,Credit Card,0
265621,815334,2022/09/01 15:21,8595,8032871F0,29685,805DF80D0,2022.24,US Dollar,2022.24,US Dollar,Cash,0
386143,963031,2022/09/01 19:00,243614,8102093B0,143242,810D69CC0,32055.18,Shekel,32055.18,Shekel,Cheque,0
152774,2086170,2022/09/04 00:14,1655,800A286C0,24850,806D83EF0,1635.94,Euro,1635.94,Euro,Cheque,0
411654,3272831,2022/09/07 00:22,243947,81138D810,143496,8107BF960,133.1,Shekel,133.1,Shekel,Credit Card,0
444455,562911,2022/09/01 07:58,10,800811900,11296,8010E2140,54980.34,US Dollar,54980.34,US Dollar,Cheque,0
447402,693325,2022/09/01 11:26,133686,80C7EFF10,34032,80C9AD780,86959.66,Mexican Peso,86959.66,Mexican Peso,Cheque,0
312278,4249894,2022/09/09 00:31,3514,80A78B6C0,15643,80A7475A0,1972.6,Euro,1972.6,Euro,ACH,0
176785,3386268,2022/09/07 06:17,22,80280BCC0,111121,806EB0300,19585.65,Euro,19585.65,Euro,Credit Card,0
291118,1513753,2022/09/02 12:22,219157,807260830,219157,807260830,168.38,Brazil Real,2320.19,Ruble,ACH,0
432210,2893579,2022/09/06 05:56,13264,80B2F7FC0,28771,8138F4370,23076.17,US Dollar,23076.17,US Dollar,Cheque,0
429277,1633284,2022/09/02 16:20,23344,8020902E0,27402,81161C0E0,202.4,Euro,202.4,Euro,ACH,0
136139,1656068,2022/09/02 17:10,21550,80259E100,6075,80259DF20,4753.02,US Dollar,4753.02,US Dollar,ACH,0
135118,4387258,2022/09/09 05:33,19,80A51E150,27755,80A51DBB0,1386.26,Australian Dollar,1386.26,Australian Dollar,ACH,0
141798,2348514,2022/09/06 23:49,15730,80DC8D400,40404,80EE97110,15553.54,Swiss Franc,15553.54,Swiss Franc,ACH,1
370923,4191865,2022/09/08 22:31,16871,802C2BEE0,31149,81448DB50,14.13,Euro,14.13,Euro,ACH,0
251293,3624172,2022/09/07 18:25,225215,809CC9ED0,125305,809D24800,1371.01,Canadian Dollar,1371.01,Canadian Dollar,ACH,0
157882,2665301,2022/09/05 18:34,23,8001B2A50,4600,802783890,164.55,Euro,164.55,Euro,Credit Card,0
60673,2250985,2022/09/04 19:35,2467,8079C04F0,131800,80D4284A0,25.17,Euro,25.17,Euro,ACH,0
59916,2193132,2022/09/04 12:54,19729,8057C1D00,29404,807547800,552.6,US Dollar,552.6,US Dollar,Credit Card,0
219588,2610957,2022/09/05 15:54,214,80C5B9EB0,28,80C91E560,2936968.46,Mexican Peso,2936968.46,Mexican Peso,Cash,0
178279,1505332,2022/09/02 12:27,6010,802C041F0,1729,81110A240,576.37,US Dollar,576.37,US Dollar,Cheque,0
466229,360772,2022/09/01 01:27,254355,8142AEAA1,254355,8142AEAA1,0.001324,Bitcoin,0.001324,Bitcoin,Bitcoin,0
62579,1362492,2022/09/02 07:38,1362,8003CCC40,1,8005C3260,1390.87,US Dollar,1390.87,US Dollar,Credit Card,0
479655,4377745,2022/09/09 05:49,31908,803792B30,9371,80376F160,168.17,US Dollar,168.17,US Dollar,Cheque,0
296256,4478045,2022/09/09 09:24,1522,802578C50,31799,812129A60,2478.89,Euro,2478.89,Euro,Cheque,0
492063,1988488,2022/09/03 12:48,143430,810165120,143496,81021AE80,438.22,Shekel,438.22,Shekel,ACH,0
260833,2501961,2022/09/05 10:14,14,80006B780,18097,803946150,7799.18,Yuan,7799.18,Yuan,Credit Card,0
277802,4727908,2022/09/09 18:51,70,100428660,5140,80E52CA60,23585.97,US Dollar,23585.97,US Dollar,Cash,0
190412,1896484,2022/09/04 12:53,71,8049DF570,13078,8053B01E0,167361853.53,Rupee,167361853.53,Rupee,ACH,1
427913,4454358,2022/09/09 08:16,70,1004288A0,28768,80B046DA0,26227.35,Australian Dollar,26227.35,Australian Dollar,Cash,0
324454,3065556,2022/09/06 14:32,12381,800FC0970,12381,8014F7D60,682.48,US Dollar,682.48,US Dollar,Cheque,0
82085,660716,2022/09/01 10:04,117,80E9B1790,139828,80F8A0790,48.75,Swiss Franc,48.75,Swiss Franc,Credit Card,0
474727,2684157,2022/09/05 19:41,12797,801E00BA0,22,801F591D0,44887.96,Euro,44887.96,Euro,Cheque,0
359402,2401179,2022/09/05 05:25,22345,80359F500,28771,81297EB40,232.08,US Dollar,232.08,US Dollar,Credit Card,0
131947,1762809,2022/09/02 20:49,2843,8005FD8C0,1601,800734680,176.53,US Dollar,176.53,US Dollar,Credit Card,0
168222,3026945,2022/09/06 12:45,23537,801AAFAD0,11318,801DA11A0,288.0,US Dollar,288.0,US Dollar,Wire,0
298379,3148238,2022/09/06 18:56,1490,801013A60,117698,80B905C30,4280.37,Euro,4280.37,Euro,Cheque,0
504170,2734178,2022/09/05 22:28,27288,80DD47210,46276,811973D30,148.87,Euro,148.87,Euro,Cheque,0
100892,3200733,2022/09/06 21:27,241021,80F095190,118,80F18BC30,8.84,Swiss Franc,8.84,Swiss Franc,Wire,0
383556,3775732,2022/09/08 01:04,14,8000D1190,14,8000D1190,6442.91,Shekel,6442.91,Shekel,Wire,0
80044,588656,2022/09/01 08:03,18230,80A0BA300,16418,810F7FB00,2113.21,Euro,2113.21,Euro,Cheque,0
275905,324155,2022/09/01 00:22,54879,8143523C1,54879,8143523C1,2.283167,Bitcoin,2.283167,Bitcoin,Bitcoin,0
216843,3455966,2022/09/07 09:30,14,80006FCE0,23146,802F90420,2654199.44,Yuan,2654199.44,Yuan,ACH,0
169207,4060091,2022/09/08 16:15,23842,8017D12E0,24515,80239AE80,95888.46,US Dollar,95888.46,US Dollar,Cheque,0
193867,3695038,2022/09/07 22:26,5140,802EB7600,1686,804960370,1591.92,US Dollar,1591.92,US Dollar,Credit Card,0
500461,1728888,2022/09/02 19:23,24779,809DBD750,27291,80D98D400,68.06,Canadian Dollar,68.06,Canadian Dollar,Credit Card,0
48737,1759994,2022/09/02 20:22,214,80B721AA0,213,80C1CFE60,264867.26,Mexican Peso,264867.26,Mexican Peso,Cheque,0
177194,4977563,2022/09/10 11:17,7,807C6AF90,7,808C70590,7661.04,UK Pound,7661.04,UK Pound,Credit Card,0
313716,320823,2022/09/01 00:29,254565,813D5C271,254565,813D5C271,0.404259,Bitcoin,0.404259,Bitcoin,Bitcoin,0
123725,938894,2022/09/01 18:44,115656,80651E880,10441,80A3AAA40,2000.32,Euro,2000.32,Euro,Credit Card,0
165304,3155044,2022/09/06 19:01,70,100428660,16606,80BDB3F80,66852.76,US Dollar,66852.76,US Dollar,Cash,0
292659,3132543,2022/09/06 17:51,14,80FEBF710,142950,80FF7C010,5843.18,Shekel,5843.18,Shekel,ACH,0
210030,3820418,2022/09/08 03:31,21749,8024DFFB0,26860,80C092260,80.92,Euro,80.92,Euro,Credit Card,0
260220,4336933,2022/09/09 04:26,10,8000F72A0,22736,800AFDC60,510.15,US Dollar,510.15,US Dollar,Cheque,0
88500,1655525,2022/09/02 17:27,1467,800DF3690,1688,8010AEB90,274.62,US Dollar,274.62,US Dollar,Credit Card,0
419302,726947,2022/09/01 12:20,333017,80C1E8120,333017,80C1E8120,478698.2,Mexican Peso,478698.2,Mexican Peso,Reinvestment,0
103726,845809,2022/09/01 15:51,217,81017FFA0,43849,8105E2570,59677.01,Shekel,59677.01,Shekel,ACH,0
202647,3238944,2022/09/06 23:10,231744,80C1898B0,133686,80CD4F8F0,19314.85,Mexican Peso,19314.85,Mexican Peso,Credit Card,0
5860,4674617,2022/09/09 16:40,11471,81147AD30,135403,812994420,969.28,US Dollar,969.28,US Dollar,Credit Card,0
392880,4118485,2022/09/08 19:22,1688,8003FA3F0,11813,8016A3070,80.59,US Dollar,80.59,US Dollar,Cheque,0
268112,1507180,2022/09/02 12:08,12513,800ECFB00,5464,802CFE610,2561.14,Euro,2561.14,Euro,Cheque,0
334556,998787,2022/09/01 20:45,1124,8022D13A0,1124,8022D13A0,21094.38,US Dollar,21094.38,US Dollar,Reinvestment,0
240071,3853788,2022/09/08 05:17,225,813638C01,152627,813D07A61,1.978531,Bitcoin,1.978531,Bitcoin,Bitcoin,0
186960,2448689,2022/09/05 07:43,23833,80AAE4FA0,2627,80B496450,15462.32,US Dollar,15462.32,US Dollar,Credit Card,0
194104,1710678,2022/09/02 18:54,29788,804C0DFA0,1267,80EF914F0,54403.03,Yuan,54403.03,Yuan,Credit Card,0
300375,2278801,2022/09/04 23:11,70,1004286A8,11056,8006C08F0,1395854.62,Euro,1395854.62,Euro,Cheque,0
138577,2947932,2022/09/06 08:05,20226,811998021,20226,811998020,0.002442,Bitcoin,29.02,US Dollar,ACH,0
444762,3991497,2022/09/08 12:56,12381,802EE4D60,1588,803422D80,1204.57,US Dollar,1204.57,US Dollar,Credit Card,0
293706,617858,2022/09/01 09:05,19474,8126CB360,19474,8126CB360,8397.89,US Dollar,8397.89,US Dollar,Reinvestment,0
313286,563254,2022/09/01 07:47,21550,801671DB0,1686,801C2C1A0,148522.67,US Dollar,148522.67,US Dollar,Cash,0
272984,4199613,2022/09/08 23:19,11,800234E20,410,8002A4E20,6911.56,Euro,6911.56,Euro,Credit Card,0
82221,102579,2022/09/01 00:15,231786,811096D90,8354,811098CA0,123667.0,US Dollar,123667.0,US Dollar,Cheque,0
196810,129493,2022/09/01 00:23,20,80151A940,20,80151A940,0.96,Euro,0.96,Euro,Reinvestment,0
351850,4473704,2022/09/09 09:20,701,802A4D7F0,17729,80D3148E0,835.67,US Dollar,835.67,US Dollar,Cheque,0
245197,4840173,2022/09/09 22:41,701,800936FE0,701,800936FE0,12.17,UK Pound,15.72,US Dollar,ACH,0
17339,3503525,2022/09/07 12:13,28627,8078D8C50,14290,8079290E0,29656.79,Euro,29656.79,Euro,Cash,0
161943,1219478,2022/09/02 02:32,8,8000A3FE0,210,809259750,211.11,Canadian Dollar,211.11,Canadian Dollar,Cheque,0
261420,4602050,2022/09/09 13:57,338661,80F1B2AB0,239604,80F1B2A60,357.29,Swiss Franc,357.29,Swiss Franc,Cheque,0
332613,442085,2022/09/01 03:57,228101,80A995A80,228101,80A995A80,220126.34,Australian Dollar,220126.34,Australian Dollar,Reinvestment,0
252348,286972,2022/09/01 00:06,337731,80E471130,337731,80E471130,1320.57,Swiss Franc,1320.57,Swiss Franc,Reinvestment,0
224399,517379,2022/09/01 06:25,29685,81353CFE0,29685,81353CFE0,47.38,US Dollar,47.38,US Dollar,Reinvestment,0
259288,337294,2022/09/01 00:45,5425,8026E4080,27241,81317B310,61.19,Euro,61.19,Euro,Wire,0
133432,3335289,2022/09/07 03:31,115700,805DD8660,33426,80DB42F60,1777.09,US Dollar,1777.09,US Dollar,Cheque,0
45093,2951059,2022/09/06 08:54,13145,8012B7E10,122086,8105FF840,53.65,US Dollar,53.65,US Dollar,Wire,0
275565,3093089,2022/09/06 15:58,117,80DD89B40,116,80DD93330,199.18,Swiss Franc,199.18,Swiss Franc,Cheque,0
333068,4372679,2022/09/09 05:10,12,804C25520,13667,812261380,7306.88,Rupee,7306.88,Rupee,Cash,0
347173,2012359,2022/09/03 15:46,1241,805A4DA10,243614,810075310,6709.91,Shekel,6709.91,Shekel,Credit Card,0
135789,3470370,2022/09/07 10:44,70,100428660,5394,803BAA640,7886.76,US Dollar,7886.76,US Dollar,Credit Card,0
309987,654315,2022/09/01 10:09,2915,80159BBF0,115415,8081C3F20,719.52,Euro,719.52,Euro,Cheque,0
412396,2078358,2022/09/04 00:19,12,801430680,118453,80D0E81D0,51.86,US Dollar,51.86,US Dollar,Credit Card,0
475638,1032980,2022/09/01 21:45,11405,804456FF0,11405,804456FF0,20.39,US Dollar,20.39,US Dollar,Reinvestment,0
132907,3368818,2022/09/07 05:22,112064,804ACA5F0,113304,8058A58A0,27552.22,Rupee,27552.22,Rupee,Cheque,0
406995,4943196,2022/09/10 07:14,245611,8115F9810,245611,8115F9810,326.38,US Dollar,2185.96,Yuan,ACH,0
258764,905026,2022/09/01 17:51,10404,8089396D0,24840,8089FA460,365.8,Euro,365.8,Euro,ACH,0
321864,1633109,2022/09/02 16:09,26860,803559B80,30697,810747E30,149.55,Euro,149.55,Euro,Cheque,0
371259,428460,2022/09/01 03:41,1665,8007E9520,1665,8007E9520,1166938.7,US Dollar,1166938.7,US Dollar,Reinvestment,0
347929,3259162,2022/09/07 00:21,1024,8009848D0,16643,803353980,91.91,Euro,91.91,Euro,Credit Card,0
75212,3652294,2022/09/07 19:59,2947,801850680,2947,801850680,10893699.16,Rupee,148326.6,US Dollar,ACH,0
279234,4949585,2022/09/10 07:47,239692,80F059720,41745,80FA91670,11135.81,Swiss Franc,11135.81,Swiss Franc,Credit Card,0
103590,2644241,2022/09/05 17:35,6276,80419F960,239173,80E3AFEA0,16357.76,US Dollar,16357.76,US Dollar,Credit Card,0
504287,252260,2022/09/01 00:28,23731,808D89100,23731,808D89100,1296.81,UK Pound,1296.81,UK Pound,Reinvestment,0
187931,10780,2022/09/01 00:04,31869,801256E40,31869,801256E40,202.39,US Dollar,202.39,US Dollar,Reinvestment,0
172502,1661004,2022/09/02 17:17,20,800061190,11,8001D6370,14567.3,Euro,14567.3,Euro,Cheque,0
386405,3460282,2022/09/07 10:05,1420,8002F9350,1688,8013E3B70,1180.8,US Dollar,1180.8,US Dollar,Credit Card,0
412113,2279860,2022/09/04 23:07,15,803840AD0,10099,8040EC070,64515390.53,Yen,64515390.53,Yen,Cash,0
97919,3676815,2022/09/07 21:24,11107,80BFD3470,17246,80D0E4BE0,27553.46,US Dollar,27553.46,US Dollar,Credit Card,0
365026,2300349,2022/09/05 00:28,19818,8058B7710,5627,80215C330,50.01,Yuan,50.01,Yuan,Credit Card,0
396501,4487102,2022/09/09 09:54,333424,80C2736B0,132722,80C270FF0,290.84,US Dollar,290.84,US Dollar,Cheque,0
287826,2650432,2022/09/05 17:42,38478,80F1EDE80,241869,80F40C4E0,39.78,Swiss Franc,39.78,Swiss Franc,Cheque,0
305907,4064162,2022/09/08 16:08,12963,8023405F0,8823,807D94790,635.33,Euro,635.33,Euro,Cheque,0
321346,2838321,2022/09/06 02:52,22155,8084A4350,22575,8085E5EE0,90.58,UK Pound,90.58,UK Pound,Credit Card,0
55071,2709839,2022/09/05 21:00,1665,800433830,1,8013213D0,133.64,US Dollar,133.64,US Dollar,Wire,0
169460,3902901,2022/09/08 08:20,1241,800EF90A0,908,80155EA10,29530.11,US Dollar,29530.11,US Dollar,Credit Card,0
197162,4785176,2022/09/09 20:58,410,810C2DFE0,28717,813192D70,30851.84,Euro,30851.84,Euro,Wire,0
288799,4482995,2022/09/09 09:11,43460,810528C10,43735,810633340,3168.93,Shekel,3168.93,Shekel,Credit Card,0
439082,2300855,2022/09/05 00:24,137079,81287DD20,225622,80DB249E0,394.74,Yuan,394.74,Yuan,Credit Card,0
221672,4144319,2022/09/08 20:26,24,803E5E8D0,29467,809ACDC60,681437.68,Yen,681437.68,Yen,Cheque,0
323754,3662563,2022/09/07 20:01,210,80009E9A0,210,80009E9A0,4645.27,Canadian Dollar,4645.27,Canadian Dollar,Cheque,0
151262,3986990,2022/09/08 12:13,21550,801ACA4F0,21550,801ACA4F0,58940.14,Yuan,8800.19,US Dollar,ACH,0
446630,3893750,2022/09/08 07:45,70,100428660,4242,802B47420,916.46,US Dollar,916.46,US Dollar,Cheque,0
169531,1319464,2022/09/02 06:18,28255,8089366E0,16788,80C3F3530,2356110.09,US Dollar,2356110.09,US Dollar,Cheque,0
167028,5020421,2022/09/10 16:45,224449,80AEB4990,13345,80D0900C0,13.32,Euro,13.32,Euro,Wire,0
149478,5026442,2022/09/10 17:33,23402,802119A30,14549,80290FF20,212.87,US Dollar,212.87,US Dollar,Wire,0
241437,1975931,2022/09/03 11:15,70,100428858,19,80924B340,507.04,Canadian Dollar,507.04,Canadian Dollar,Credit Card,0
125634,730813,2022/09/01 12:38,220,800BAA670,2439,802C41F30,732.75,US Dollar,732.75,US Dollar,Cash,0
292696,714244,2022/09/01 12:12,2947,8034BC810,2947,8034BC810,1142640.08,US Dollar,1142640.08,US Dollar,Reinvestment,0
43867,3173293,2022/09/06 20:10,70,100428660,2947,801935930,3996.65,US Dollar,3996.65,US Dollar,Credit Card,0
185432,655031,2022/09/01 10:05,3123,807CC9AF0,221032,811682960,1843.07,Euro,1843.07,Euro,Credit Card,0
37241,320399,2022/09/01 00:20,152627,813CC7711,152627,813CC7711,199.592588,Bitcoin,199.592588,Bitcoin,Bitcoin,0
164439,2659989,2022/09/05 18:20,118,80DC427E0,239604,80E98DEA0,78308.79,Swiss Franc,78308.79,Swiss Franc,Cash,0
248541,3866102,2022/09/08 06:14,1124,800705180,20898,80BC00080,2683.15,US Dollar,2683.15,US Dollar,Cheque,0
29602,2966319,2022/09/06 09:23,70,100428978,40312,80F150F20,1449.31,Swiss Franc,1449.31,Swiss Franc,Cheque,0
498944,4893804,2022/09/10 01:14,25981,806CA9190,1068,810326CD0,59.14,US Dollar,59.14,US Dollar,Credit Card,0
227875,108512,2022/09/01 00:29,31283,8122AB720,31283,8122AB720,291.24,US Dollar,291.24,US Dollar,Reinvestment,0
491651,3019474,2022/09/06 12:18,1457,801704800,1412,80F29C400,2895.04,US Dollar,2895.04,US Dollar,Credit Card,0
273819,4844129,2022/09/09 23:21,1601,800830BE0,1588,802C192C0,124.72,US Dollar,124.72,US Dollar,Cheque,0
439190,3706158,2022/09/07 22:45,70,100428660,16535,80DE94D60,373.66,US Dollar,373.66,US Dollar,Cheque,0
36239,4382374,2022/09/09 05:32,70,1004286A8,27103,80396C390,185.6,Euro,185.6,Euro,Cheque,0
485585,3516381,2022/09/07 12:51,6,80A1A2C10,27755,80A283E80,7349.32,Australian Dollar,7349.32,Australian Dollar,Credit Card,0
306844,3825943,2022/09/08 04:14,1292,8005F34E0,11157,8034872A0,1387.44,US Dollar,1387.44,US Dollar,Credit Card,0
100979,4740223,2022/09/09 19:28,11107,801CFDFA0,10344,80A3B6F40,116.61,US Dollar,116.61,US Dollar,Credit Card,0
129257,3764391,2022/09/08 00:39,7,808620930,23289,80883C830,67.64,UK Pound,67.64,UK Pound,Cheque,0
29819,3640731,2022/09/07 19:27,15010,801E76440,16431,80B30E8D0,550.6,Euro,550.6,Euro,Cheque,0
467835,3280458,2022/09/07 00:43,3,803615620,18196,812E1F440,5401.9,Yuan,5401.9,Yuan,Cheque,0
324354,2678091,2022/09/05 19:12,20486,8082B02E0,122405,808406EA0,1627.97,UK Pound,1627.97,UK Pound,Cheque,0
205377,1730464,2022/09/02 19:27,341783,80F680BD0,141312,80F680680,217.18,Swiss Franc,217.18,Swiss Franc,Cash,0
284941,1807228,2022/09/02 21:49,117,80E4EE2A0,239604,80F349C90,6300.74,Swiss Franc,6300.74,Swiss Franc,Credit Card,0
276948,2952258,2022/09/06 08:32,11056,800AA5400,11056,802D22C90,33.38,Euro,33.38,Euro,ACH,0
460803,3932000,2022/09/08 09:24,70,100428A51,254910,8143328A1,0.062214,Bitcoin,0.062214,Bitcoin,Bitcoin,0
397278,338764,2022/09/01 00:33,111312,80437BF20,210185,80B934160,169552.6,Yen,169552.6,Yen,Wire,0
42225,445842,2022/09/01 04:09,1047,801B40750,11318,801E79330,335.43,US Dollar,335.43,US Dollar,Credit Card,0
260445,2207658,2022/09/04 14:18,70,100428858,25202,809978FE0,17733.37,Canadian Dollar,17733.37,Canadian Dollar,Cheque,0
334312,2265340,2022/09/04 21:38,1467,8004625E0,2824,801863CD0,58.82,US Dollar,58.82,US Dollar,ACH,0
416357,846894,2022/09/01 15:38,154148,8142A9501,126,8142AC331,0.013443,Bitcoin,0.013443,Bitcoin,Bitcoin,0
5514,4262431,2022/09/09 01:00,35220,80513BB80,111141,8048CD1D0,495.71,Euro,495.71,Euro,ACH,0
460828,994910,2022/09/01 20:16,28248,80AA50A60,28248,80AA50A60,4526.68,Australian Dollar,4526.68,Australian Dollar,Reinvestment,0
285475,573822,2022/09/01 07:46,10581,80408EC50,15,80E931090,18352.54,Yen,18352.54,Yen,Cheque,0
306531,2587824,2022/09/05 14:31,4600,803398200,3514,806C1F4B0,8138.28,Euro,8138.28,Euro,Credit Card,0
3776,3195554,2022/09/06 21:24,21258,8134874A0,253110,813907F20,7093.65,US Dollar,7093.65,US Dollar,Cash,0
84536,4856670,2022/09/09 23:31,220,8006AD3D0,11405,80085BD20,58064.86,US Dollar,58064.86,US Dollar,Wire,0
384663,1717541,2022/09/02 19:07,21550,8010CF900,14099,802E745E0,2741.85,US Dollar,2741.85,US Dollar,Cheque,0
54142,362621,2022/09/01 01:45,1490,8006A2100,1490,8006A2100,5127091.49,US Dollar,4375459.88,Euro,ACH,0
258082,107373,2022/09/01 00:24,321484,811E1ECB0,321484,811E1ECB0,1142.23,US Dollar,1142.23,US Dollar,Reinvestment,0
113285,4646350,2022/09/09 15:53,22736,801728250,1362,80BE2F5F0,146.38,US Dollar,146.38,US Dollar,Credit Card,0
347527,4223357,2022/09/09 00:28,123390,80F3DE300,123102,809FFC5C0,818.75,US Dollar,818.75,US Dollar,Credit Card,0
505751,1336534,2022/09/02 06:44,215841,80C3626E0,17732,8126FEE60,304.69,US Dollar,304.69,US Dollar,Cheque,0
45984,4863843,2022/09/09 23:46,1024,803EAC5E0,12797,80ED718E0,3332.36,Euro,3332.36,Euro,Cheque,0
144524,3369816,2022/09/07 05:08,8,80995DD70,24779,809D4E000,647.22,Canadian Dollar,647.22,Canadian Dollar,Credit Card,0
371126,3911835,2022/09/08 08:23,222,811A6A5C0,121,811A70700,1236.67,Saudi Riyal,1236.67,Saudi Riyal,Cheque,0
453945,2385879,2022/09/05 04:06,210,8000A08D0,210,8000A08D0,325.97,Canadian Dollar,325.97,Canadian Dollar,Cheque,0
41147,4513276,2022/09/09 10:55,1457,8009362D0,116715,80AE22550,2145.39,US Dollar,2145.39,US Dollar,Cheque,0
4285,4231324,2022/09/09 00:10,223908,80BC89F80,232073,811B176A0,20.24,Euro,20.24,Euro,Credit Card,0
396863,4687897,2022/09/09 17:00,70,100428660,221731,81219B6C0,11321.03,US Dollar,11321.03,US Dollar,Cash,0
425208,1075555,2022/09/01 22:55,24,803AA7CD0,10605,8039FAF80,667673.23,Yen,667673.23,Yen,Credit Card,0
331786,4815135,2022/09/09 21:50,116,80E244220,38478,80E287340,462.33,Swiss Franc,462.33,Swiss Franc,Cheque,0
